Geneid	Chr	Start	End	Strand	Length	fm_1	fm_2	fm_3	m_4	m_5	m_6
WBGene00001457	III	12910510	12914783	+	4274	3	0	0	5	0	1
WBGene00012554	III	12915118	12918675	-	3558	0	0	0	0	0	1
WBGene00012555	III	12920266	12925997	-	5732	6	2	1	1	1	2
WBGene00012556	III	12926557	12927886	+	1330	2	2	0	0	0	0
WBGene00012558	III	12928370	12931867	-	3498	11	6	6	0	1	0
WBGene00012557	III	12929873	12931435	+	1563	9	6	4	0	1	0
WBGene00012559	III	12934717	12942288	+	7572	3	2	3	3	7	3
WBGene00006762	III	12942651	12949883	+	7233	1	0	0	2	3	2
WBGene00012711	III	12951412	12952383	+	972	0	0	0	0	0	2
WBGene00012712	III	12952969	12966995	-	14027	3	1	0	1	2	0
WBGene00012713	III	12967898	12972498	-	4601	9	2	5	11	6	7
WBGene00014176	III	12975068	12977862	-	2795	3	1	2	1	1	0
WBGene00006728	III	12977963	12978523	-	561	36	46	49	49	50	36
WBGene00014177	III	12979162	12980163	+	1002	1	5	0	1	2	0
WBGene00014178	III	12981070	12984423	+	3354	0	0	0	0	0	0
WBGene00014179	III	12984493	12987518	-	3026	0	0	0	8	9	4
WBGene00271703	III	12991297	12992492	+	1196	0	0	0	0	0	0
WBGene00000672	III	12992405	12993707	-	1303	0	0	3	3	1	0
WBGene00014181	III	12995727	13000670	-	4944	0	0	0	0	0	0
WBGene00164985	III	13002383	13005358	+	2976	0	0	0	0	0	1
WBGene00004906	III	13005461	13011155	+	5695	0	0	0	2	0	0
WBGene00000673	III	13019008	13020226	+	1219	37	29	20	48	68	54
WBGene00008809	III	13021006	13024045	+	3040	0	0	0	0	0	0
WBGene00008810	III	13024547	13028017	+	3471	0	0	0	0	0	0
WBGene00008811	III	13028380	13029708	-	1329	0	0	0	2	2	5
WBGene00206390	III	13030904	13031865	+	962	0	0	0	1	0	1
WBGene00008812	III	13032001	13036408	+	4408	0	0	0	0	0	2
WBGene00010073	III	13040039	13049558	+	9520	0	0	0	0	0	0
WBGene00010072	III	13049416	13055442	-	6027	0	0	0	6	3	4
WBGene00012717	III	13070756	13074305	+	3550	0	0	0	1	3	1
WBGene00004164	III	13087475	13099461	-	11987	5	7	6	9	8	3
WBGene00012721	III	13091122	13093658	+	2537	0	0	0	0	2	0
WBGene00012718	III	13107607	13118689	+	11083	4	0	1	2	1	1
WBGene00006985	III	13119820	13133938	+	14119	0	0	0	0	1	0
WBGene00000267	III	13133906	13139626	-	5721	0	0	0	1	0	1
WBGene00012719	III	13142167	13152858	-	10692	2	3	2	5	1	0
WBGene00012714	III	13153817	13160284	+	6468	10	6	7	9	5	9
WBGene00012715	III	13165659	13169541	-	3883	6	8	3	0	2	1
WBGene00012716	III	13169916	13173106	+	3191	5	4	1	1	0	2
WBGene00001630	III	13187390	13204903	+	17514	1	6	5	13	8	6
WBGene00012720	III	13204982	13207393	+	2412	0	0	0	2	1	1
WBGene00006629	III	13212666	13214463	+	1798	0	0	0	0	0	0
WBGene00012796	III	13223072	13229465	+	6394	0	0	0	1	1	1
WBGene00012798	III	13240008	13240890	-	883	0	0	0	0	0	0
WBGene00012799	III	13245581	13246014	+	434	0	0	0	0	0	0
WBGene00010138	III	13246565	13253701	+	7137	0	0	0	0	0	0
WBGene00185001	III	13254675	13256464	+	1790	1	0	1	0	0	0
WBGene00010139	III	13256878	13262905	+	6028	9	10	6	6	10	7
WBGene00010140	III	13263287	13265038	+	1752	1	1	0	3	0	1
WBGene00010141	III	13265866	13266932	+	1067	0	2	1	2	2	2
WBGene00000774	III	13266932	13268883	-	1952	3	1	3	1	0	2
WBGene00006798	III	13277258	13283887	+	6630	0	1	0	4	1	1
WBGene00012802	III	13283824	13293090	-	9267	2	4	1	0	0	0
WBGene00010142	III	13285721	13286655	+	935	0	0	0	0	0	0
WBGene00003804	III	13296853	13298993	+	2141	4	7	5	0	3	1
WBGene00012803	III	13299378	13302760	+	3383	9	11	7	7	7	4
WBGene00002229	III	13302717	13307259	-	4543	22	17	14	4	9	3
WBGene00012804	III	13307502	13313389	+	5888	2	4	1	2	2	0
WBGene00012807	III	13314068	13314721	+	654	1	0	1	0	0	0
WBGene00012806	III	13315123	13318603	+	3481	0	1	1	1	0	0
WBGene00194870	III	13319059	13322678	-	3620	0	0	0	0	0	0
WBGene00009949	III	13322206	13324839	-	2634	0	0	0	0	0	0
WBGene00009950	III	13334054	13336627	+	2574	0	0	0	0	0	0
WBGene00009951	III	13336929	13339772	-	2844	0	1	0	0	0	0
WBGene00003829	III	13341527	13342608	+	1082	3	8	3	1	1	2
WBGene00001092	III	13342684	13343712	+	1029	4	6	4	1	0	0
WBGene00002059	III	13343417	13344618	+	1202	10	9	11	10	9	6
WBGene00009952	III	13344937	13346860	+	1924	13	10	6	14	12	16
WBGene00003478	III	13347085	13355684	+	8600	4	4	3	1	1	1
WBGene00009953	III	13355638	13359356	-	3719	0	1	0	0	0	2
WBGene00045482	III	13368050	13371080	-	3031	0	0	0	0	0	0
WBGene00003047	III	13371164	13376710	-	5547	6	6	9	5	1	0
WBGene00185005	III	13377842	13378342	-	501	0	0	1	0	0	0
WBGene00011401	III	13378442	13380296	-	1855	0	0	0	8	13	11
WBGene00011400	III	13386150	13388359	+	2210	0	0	0	0	0	0
WBGene00011399	III	13389395	13390862	+	1468	4	4	6	2	1	1
WBGene00001035	III	13390850	13393339	-	2490	2	3	2	2	0	1
WBGene00011398	III	13393910	13394979	+	1070	5	2	1	3	5	1
WBGene00008714	III	13395562	13400604	+	5043	0	1	0	3	1	0
WBGene00008716	III	13400962	13401773	-	812	0	0	0	0	0	0
WBGene00008717	III	13402208	13403036	+	829	0	0	0	0	0	0
WBGene00003249	III	13403234	13404514	+	1281	0	1	0	0	0	1
WBGene00008719	III	13404718	13405783	+	1066	0	0	0	0	0	0
WBGene00003520	III	13405804	13409292	+	3489	0	0	0	0	0	0
WBGene00009730	III	13409798	13423534	+	13737	0	0	0	1	0	0
WBGene00009731	III	13423514	13426204	+	2691	5	1	1	1	1	1
WBGene00009732	III	13426264	13427721	+	1458	3	5	3	5	1	4
WBGene00000255	III	13427640	13429768	-	2129	0	0	0	0	0	0
WBGene00006612	III	13430462	13433438	+	2977	0	0	0	0	1	1
WBGene00009733	III	13433447	13434504	-	1058	0	0	1	1	0	0
WBGene00009734	III	13434861	13435670	-	810	2	3	0	1	1	1
WBGene00009735	III	13435771	13436943	-	1173	1	0	0	0	0	1
WBGene00009736	III	13437054	13439544	-	2491	2	2	1	2	0	0
WBGene00000834	III	13439730	13455307	-	15578	6	3	5	2	1	3
WBGene00012097	III	13457687	13462238	-	4552	17	15	16	20	19	12
WBGene00006509	III	13459546	13460645	+	1100	0	0	0	5	6	2
WBGene00012094	III	13462357	13462584	-	228	6	4	2	6	5	4
WBGene00006439	III	13463163	13464652	+	1490	164	163	143	187	183	162
WBGene00000407	III	13464687	13466342	-	1656	2	2	4	3	1	1
WBGene00002185	III	13464820	13471350	+	6531	3	5	6	5	1	4
WBGene00012095	III	13471804	13475388	+	3585	5	4	1	0	2	2
WBGene00012096	III	13475323	13476782	-	1460	0	0	0	0	0	0
WBGene00012099	III	13480665	13484124	-	3460	1	1	0	1	0	0
WBGene00006691	III	13486514	13492477	-	5964	0	0	0	0	0	0
WBGene00012108	III	13494046	13495671	-	1626	0	0	0	0	0	0
WBGene00012112	III	13499199	13501510	+	2312	1	3	0	1	0	0
WBGene00012111	III	13501630	13502718	+	1089	1	1	0	0	0	0
WBGene00194852	III	13502813	13503578	+	766	0	1	0	0	0	0
WBGene00012110	III	13503679	13505536	+	1858	3	2	2	0	0	0
WBGene00012109	III	13506018	13508650	+	2633	3	2	6	0	0	0
WBGene00003373	III	13509301	13514570	-	5270	4	1	6	0	1	0
WBGene00004075	III	13514941	13524121	-	9181	33	25	26	11	11	11
WBGene00013574	III	13527438	13539975	+	12538	0	0	0	1	0	0
WBGene00013575	III	13540139	13543534	-	3396	2	4	4	4	5	3
WBGene00013576	III	13545245	13546777	-	1533	0	1	1	0	1	1
WBGene00013577	III	13546889	13549005	-	2117	4	3	6	5	7	3
WBGene00013578	III	13550601	13555334	-	4734	6	10	6	1	2	1
WBGene00011475	III	13561719	13563082	-	1364	2	0	0	0	1	0
WBGene00011474	III	13563346	13564937	-	1592	9	4	5	18	38	32
WBGene00011476	III	13566874	13570447	-	3574	0	0	0	0	2	0
WBGene00003887	III	13576182	13580662	+	4481	0	0	1	2	1	0
WBGene00011478	III	13580838	13583644	+	2807	0	0	0	2	2	5
WBGene00000067	III	13604412	13606066	-	1655	14	17	24	23	29	25
WBGene00012017	III	13608020	13614799	+	6780	0	0	1	2	0	0
WBGene00011735	III	13614696	13622492	-	7797	26	18	28	26	19	18
WBGene00011736	III	13617104	13621444	+	4341	2	1	5	16	8	8
WBGene00011734	III	13623314	13624170	+	857	3	5	4	3	2	2
WBGene00006391	III	13624276	13626007	+	1732	0	3	1	1	1	0
WBGene00011733	III	13625972	13626786	-	815	2	0	0	2	0	0
WBGene00011732	III	13627056	13630808	-	3753	0	1	1	0	1	1
WBGene00011731	III	13639893	13641688	-	1796	3	2	3	3	0	1
WBGene00023450	III	13641795	13642327	-	533	0	2	1	0	1	0
WBGene00011730	III	13642420	13643570	-	1151	6	3	5	6	5	5
WBGene00011729	III	13643916	13656637	+	12722	1	5	2	3	0	1
WBGene00001458	III	13663400	13667839	-	4440	0	0	0	2	2	1
WBGene00000179	III	13673280	13674739	+	1460	1	1	2	5	2	2
WBGene00001118	III	13674879	13686445	-	11567	0	0	0	3	1	1
WBGene00004796	III	13679445	13682450	+	3006	0	0	0	3	1	1
WBGene00000837	III	13687269	13692683	+	5415	11	12	8	6	6	8
WBGene00000878	III	13692668	13693811	+	1144	0	0	0	12	5	9
WBGene00003048	III	13701991	13724404	+	22414	1	4	0	1	3	0
WBGene00012306	III	13726633	13731689	-	5057	2	0	1	0	3	0
WBGene00012307	III	13735030	13736541	+	1512	0	0	0	1	0	0
WBGene00010661	III	13744222	13747287	+	3066	1	2	0	2	1	1
WBGene00010662	III	13747430	13748686	-	1257	0	0	0	0	0	0
WBGene00023451	III	13751444	13755861	+	4418	2	2	0	0	1	0
WBGene00010663	III	13755896	13759445	+	3550	4	2	4	1	0	3
WBGene00010664	III	13759444	13762069	-	2626	3	8	5	3	1	0
WBGene00010665	III	13764030	13768092	-	4063	26	19	23	10	5	7
WBGene00000875	III	13768648	13771224	-	2577	11	7	9	12	7	9
WBGene00003967	III	13771513	13773345	+	1833	2	3	1	3	2	0
WBGene00007025	III	13773176	13778908	+	5733	4	1	2	3	0	1
WBGene00007065	III	13780215	13781133	+	919	1	1	0	1	0	1
WBGene00021406	IV	641	15416	+	14776	0	0	0	0	0	0
WBGene00021407	IV	8765	11070	-	2306	0	0	0	0	0	0
WBGene00021408	IV	15499	20899	-	5401	0	0	0	0	0	0
WBGene00021405	IV	21493	23198	+	1706	0	0	0	0	0	0
WBGene00021409	IV	24683	26388	-	1706	0	0	0	0	0	0
WBGene00021404	IV	26982	32380	+	5399	0	0	0	0	0	0
WBGene00001492	IV	32463	48880	-	16418	0	0	0	0	0	0
WBGene00021403	IV	36809	39114	+	2306	0	0	0	0	0	0
WBGene00235257	IV	52725	53639	-	915	0	0	0	0	0	0
WBGene00235258	IV	57449	58918	-	1470	0	0	0	0	0	0
WBGene00235260	IV	61748	65984	+	4237	0	0	0	0	0	0
WBGene00235261	IV	76370	76531	+	162	0	0	0	0	0	0
WBGene00235262	IV	79276	79380	+	105	0	0	0	0	0	0
WBGene00015246	IV	86840	90091	-	3252	0	0	0	1	1	0
WBGene00006599	IV	91980	110819	+	18840	1	1	2	0	1	0
WBGene00015247	IV	109054	109407	-	354	0	0	1	0	0	0
WBGene00017927	IV	111677	111862	+	186	0	0	0	0	0	0
WBGene00017928	IV	119256	121707	-	2452	2	1	0	0	1	1
WBGene00017929	IV	121797	125931	-	4135	6	2	3	1	1	3
WBGene00017926	IV	126731	127640	+	910	5	2	4	8	7	3
WBGene00000897	IV	132416	138081	+	5666	4	2	1	2	1	2
WBGene00000674	IV	137974	147919	-	9946	0	0	0	1	1	2
WBGene00021400	IV	156066	157909	-	1844	0	0	0	1	0	0
WBGene00021398	IV	158962	159836	+	875	0	0	0	36	27	24
WBGene00219750	IV	160164	162047	+	1884	0	0	0	0	0	0
WBGene00021397	IV	162830	164801	+	1972	0	0	0	0	0	0
WBGene00021396	IV	165077	169980	+	4904	1	0	1	0	0	0
WBGene00006561	IV	179083	183254	+	4172	0	0	0	1	0	0
WBGene00021395	IV	184484	192151	+	7668	0	4	2	0	0	0
WBGene00021402	IV	192256	194745	+	2490	1	1	0	0	0	0
WBGene00000815	IV	194742	202586	+	7845	7	5	2	1	4	0
WBGene00044736	IV	203602	205262	+	1661	0	0	0	1	0	0
WBGene00195063	IV	205298	208085	+	2788	0	1	0	0	1	0
WBGene00021394	IV	208185	217399	+	9215	3	2	2	3	0	4
WBGene00021401	IV	218552	220855	+	2304	2	2	2	0	0	0
WBGene00019821	IV	225439	231773	-	6335	1	5	1	1	3	3
WBGene00019822	IV	232473	237450	-	4978	4	9	6	3	1	1
WBGene00019823	IV	237591	240307	-	2717	4	4	2	2	0	1
WBGene00019820	IV	240451	244130	+	3680	4	2	4	10	1	2
WBGene00019819	IV	245143	251925	+	6783	3	5	5	7	6	8
WBGene00001728	IV	251908	252554	-	647	0	0	0	0	0	0
WBGene00019824	IV	253619	255429	-	1811	3	5	5	1	1	2
WBGene00019825	IV	255966	257203	-	1238	0	0	1	2	1	0
WBGene00001071	IV	257403	259204	-	1802	0	0	0	0	0	0
WBGene00020647	IV	259989	261683	-	1695	3	1	4	0	1	2
WBGene00003932	IV	261886	264232	-	2347	2	1	2	1	0	3
WBGene00020651	IV	266448	268322	+	1875	1	0	0	0	5	1
WBGene00020650	IV	269407	272099	+	2693	0	0	0	0	0	0
WBGene00005487	IV	272280	273399	-	1120	0	0	0	0	0	0
WBGene00020649	IV	274420	279943	+	5524	0	1	1	3	0	4
WBGene00206487	IV	283647	287215	+	3569	1	0	2	1	0	0
WBGene00045177	IV	287305	288127	-	823	0	0	0	0	0	0
WBGene00020648	IV	288708	291456	-	2749	0	0	0	0	0	1
WBGene00019298	IV	292423	298304	-	5882	3	5	1	9	11	4
WBGene00019300	IV	307505	311236	+	3732	2	1	0	0	1	1
WBGene00019299	IV	311484	313715	-	2232	0	0	0	0	0	0
WBGene00001099	IV	315056	320544	-	5489	1	3	2	20	22	15
WBGene00001735	IV	321514	322814	-	1301	0	0	0	0	1	0
WBGene00017578	IV	325059	330649	+	5591	69	51	47	102	66	85
WBGene00000675	IV	325435	327020	-	1586	68	51	46	100	65	84
WBGene00017577	IV	330823	334399	+	3577	0	0	0	0	0	0
WBGene00017574	IV	334796	337178	-	2383	0	0	0	1	1	2
WBGene00017576	IV	339808	359293	+	19486	0	0	0	0	0	0
WBGene00022048	IV	359223	376015	-	16793	31	38	29	35	31	16
WBGene00004981	IV	379885	383185	-	3301	3	3	10	3	8	7
WBGene00004493	IV	385887	386606	+	720	50	55	41	35	37	32
WBGene00044789	IV	386699	387949	+	1251	4	1	4	0	1	0
WBGene00020300	IV	388084	388716	+	633	1	0	4	0	0	0
WBGene00001338	IV	388686	390468	-	1783	0	1	0	0	0	4
WBGene00020298	IV	390560	393158	+	2599	5	3	1	3	1	1
WBGene00045249	IV	393156	393546	-	391	0	1	0	2	0	1
WBGene00020297	IV	393880	396554	+	2675	10	13	13	9	5	6
WBGene00020296	IV	396545	399095	+	2551	3	4	1	1	0	0
WBGene00001666	IV	401695	405273	+	3579	0	0	0	0	0	0
WBGene00002187	IV	405621	410035	-	4415	1	0	0	1	1	3
WBGene00020299	IV	410867	415616	+	4750	0	0	0	0	0	0
WBGene00001332	IV	415635	419958	-	4324	4	7	6	3	1	0
WBGene00000913	IV	420011	425177	-	5167	27	24	26	7	7	6
WBGene00022046	IV	426168	427204	+	1037	11	8	14	0	3	2
WBGene00022047	IV	428070	429133	-	1064	2	3	0	1	4	4
WBGene00002041	IV	429209	440554	-	11346	2	0	0	1	0	1
WBGene00022045	IV	443985	444786	+	802	0	1	0	0	0	0
WBGene00022044	IV	445677	448449	+	2773	3	1	1	1	0	2
WBGene00235263	IV	451118	454916	-	3799	0	0	0	0	0	0
WBGene00235264	IV	455073	455401	+	329	0	0	0	0	0	0
WBGene00019772	IV	455784	457099	+	1316	0	0	0	0	0	1
WBGene00019773	IV	458017	461029	-	3013	0	0	0	1	4	1
WBGene00019774	IV	461199	481167	-	19969	0	0	0	0	1	0
WBGene00021011	IV	505069	506484	-	1416	0	0	0	1	0	0
WBGene00021012	IV	506731	519457	-	12727	5	3	3	3	1	1
WBGene00000213	IV	520214	523809	-	3596	0	1	2	0	2	3
WBGene00021010	IV	524652	526491	+	1840	0	0	0	1	2	0
WBGene00001625	IV	532135	535688	+	3554	0	0	0	0	1	0
WBGene00018924	IV	548300	553299	+	5000	0	0	0	0	0	0
WBGene00001165	IV	559234	568147	+	8914	0	0	0	1	1	0
WBGene00018925	IV	568368	570849	-	2482	5	1	4	1	1	1
WBGene00001579	IV	572769	583577	+	10809	1	2	2	8	1	7
WBGene00018926	IV	580246	582230	-	1985	0	0	0	7	1	6
WBGene00189987	IV	583840	587829	-	3990	0	0	0	0	0	0
WBGene00015996	IV	589035	592485	-	3451	0	0	0	0	0	0
WBGene00015994	IV	593329	595236	+	1908	0	0	0	4	4	4
WBGene00015997	IV	595722	596392	-	671	0	0	0	2	1	2
WBGene00044457	IV	596902	598771	+	1870	0	1	0	0	0	0
WBGene00015998	IV	599449	601695	-	2247	0	0	0	0	0	0
WBGene00015999	IV	602367	603643	-	1277	0	0	0	0	0	0
WBGene00000676	IV	604444	605931	+	1488	0	0	0	0	0	0
WBGene00002140	IV	606355	614062	+	7708	0	0	0	0	0	0
WBGene00015993	IV	615544	620936	+	5393	0	0	0	0	0	0
WBGene00015497	IV	627537	633963	+	6427	1	0	2	1	0	0
WBGene00019665	IV	649665	652182	+	2518	0	0	0	0	0	0
WBGene00019658	IV	652130	653421	-	1292	1	1	1	0	1	0
WBGene00004427	IV	653480	654576	-	1097	82	62	75	46	75	35
WBGene00019664	IV	655390	658626	+	3237	4	6	4	11	10	11
WBGene00019663	IV	665525	666917	+	1393	1	1	1	6	4	6
WBGene00019662	IV	667291	668667	+	1377	1	0	0	0	0	0
WBGene00044723	IV	668911	670555	-	1645	0	0	0	0	0	0
WBGene00019659	IV	671579	673480	-	1902	0	0	0	0	0	0
WBGene00019660	IV	674035	675883	-	1849	0	0	0	0	1	0
WBGene00044458	IV	676075	676708	+	634	0	0	0	0	1	0
WBGene00019661	IV	676580	679230	+	2651	0	0	0	1	2	1
WBGene00018256	IV	684497	688340	+	3844	0	0	0	0	0	1
WBGene00235287	IV	688380	698404	-	10025	0	0	0	0	0	0
WBGene00021950	IV	698699	707735	-	9037	0	0	0	1	1	1
WBGene00021949	IV	716623	717765	+	1143	0	0	0	0	0	0
WBGene00044460	IV	717925	719451	-	1527	0	0	0	0	0	0
WBGene00044459	IV	719766	728195	-	8430	0	0	0	0	0	2
WBGene00021951	IV	728500	731037	-	2538	0	0	0	0	0	0
WBGene00021948	IV	736747	753316	+	16570	0	0	1	1	1	0
WBGene00021947	IV	756721	759084	+	2364	0	0	0	0	0	0
WBGene00001788	IV	760502	762419	+	1918	0	0	0	0	0	0
WBGene00000677	IV	762413	763678	-	1266	41	32	34	48	59	38
WBGene00018928	IV	764061	768584	-	4524	0	0	1	0	0	0
WBGene00018933	IV	771361	772889	+	1529	0	0	0	0	0	0
WBGene00018932	IV	773237	776655	+	3419	5	2	4	0	1	0
WBGene00018931	IV	778784	784182	+	5399	0	0	0	1	0	1
WBGene00004824	IV	786234	794275	-	8042	3	2	3	7	3	4
WBGene00018930	IV	788055	790835	+	2781	0	0	0	7	2	4
WBGene00018935	IV	794632	795433	-	802	1	1	3	1	2	0
WBGene00018934	IV	795755	796571	-	817	2	1	3	1	2	2
WBGene00001154	IV	797023	799920	+	2898	2	6	8	5	6	4
WBGene00021935	IV	800818	804749	+	3932	2	1	1	1	1	2
WBGene00185088	IV	805102	806236	+	1135	0	1	1	0	0	0
WBGene00235283	IV	806416	807077	-	662	0	0	0	0	0	0
WBGene00021936	IV	807398	824954	-	17557	5	4	5	3	1	4
WBGene00021942	IV	830358	831896	-	1539	0	0	0	0	0	0
WBGene00044742	IV	832436	832828	+	393	0	0	0	0	0	0
WBGene00021943	IV	835033	842126	-	7094	0	3	5	3	4	5
WBGene00021941	IV	845498	848872	+	3375	0	0	0	0	2	0
WBGene00021945	IV	849269	854780	-	5512	8	1	1	3	0	3
WBGene00044757	IV	855219	856852	+	1634	0	0	0	0	0	0
WBGene00021939	IV	858930	874724	+	15795	0	0	0	0	0	0
WBGene00021938	IV	874791	881910	+	7120	4	4	2	1	0	1
WBGene00007007	IV	885344	890200	+	4857	1	0	1	0	2	1
WBGene00016649	IV	891239	892614	+	1376	0	0	0	0	0	0
WBGene00045301	IV	892806	894586	+	1781	0	0	0	0	0	0
WBGene00016648	IV	895391	896766	+	1376	0	0	0	0	0	0
WBGene00045300	IV	896958	898739	+	1782	0	0	0	0	0	0
WBGene00016647	IV	899543	900918	+	1376	0	0	0	0	0	0
WBGene00045299	IV	901110	902891	+	1782	0	0	0	0	0	0
WBGene00016646	IV	903696	905071	+	1376	0	0	0	0	0	0
WBGene00045298	IV	905263	907044	+	1782	0	0	0	0	0	0
WBGene00019073	IV	907848	909223	+	1376	0	0	0	0	0	0
WBGene00019072	IV	909415	911196	+	1782	0	0	0	0	0	0
WBGene00019070	IV	919990	920808	+	819	0	0	0	0	0	0
WBGene00019069	IV	924882	939736	+	14855	0	0	0	1	0	0
WBGene00019067	IV	930410	935825	-	5416	0	0	0	0	0	0
WBGene00019068	IV	940017	945653	-	5637	1	1	1	16	35	15
WBGene00004047	IV	959521	984395	+	24875	3	2	3	2	0	1
WBGene00043705	IV	984384	990452	-	6069	0	1	0	0	0	0
WBGene00002278	IV	992283	997644	+	5362	1	1	0	2	1	0
WBGene00021923	IV	999214	1003626	+	4413	0	0	0	0	0	1
WBGene00021925	IV	1003595	1005861	-	2267	0	1	0	0	0	1
WBGene00021926	IV	1006083	1009734	-	3652	0	2	2	2	1	2
WBGene00021922	IV	1010512	1012502	+	1991	3	1	1	0	2	0
WBGene00021921	IV	1012624	1019558	+	6935	11	7	5	5	2	1
WBGene00021927	IV	1027787	1030039	-	2253	0	0	0	0	1	0
WBGene00021928	IV	1038667	1044387	-	5721	0	0	0	1	0	0
WBGene00005903	IV	1045983	1049506	+	3524	0	0	0	0	0	0
WBGene00219399	IV	1049522	1051686	-	2165	0	1	0	0	0	0
WBGene00021929	IV	1052524	1054794	-	2271	0	0	4	1	1	2
WBGene00021930	IV	1055023	1056313	-	1291	3	5	3	1	1	6
WBGene00021920	IV	1056892	1057619	+	728	1	0	0	1	1	0
WBGene00021931	IV	1058076	1067525	-	9450	0	0	0	0	0	0
WBGene00000816	IV	1077463	1087013	-	9551	6	2	2	0	0	2
WBGene00021934	IV	1087108	1093920	-	6813	25	16	15	6	4	4
WBGene00021933	IV	1094541	1097342	+	2802	3	6	0	1	1	2
WBGene00021932	IV	1097453	1102980	+	5528	1	0	0	0	0	0
WBGene00044462	IV	1103520	1104618	-	1099	0	0	0	4	0	0
WBGene00016637	IV	1104766	1105130	+	365	0	0	0	5	0	1
WBGene00003893	IV	1107396	1110872	+	3477	7	16	11	16	26	17
WBGene00005905	IV	1111462	1113738	-	2277	0	0	0	0	0	0
WBGene00005904	IV	1114697	1118666	-	3970	0	0	0	0	0	0
WBGene00016638	IV	1121494	1125107	-	3614	57	33	43	0	0	2
WBGene00016636	IV	1126790	1128865	+	2076	30	31	23	2	4	0
WBGene00016639	IV	1128841	1136758	-	7918	0	0	0	0	0	0
WBGene00016797	IV	1145673	1158028	-	12356	0	0	0	0	0	0
WBGene00016798	IV	1159361	1160486	-	1126	0	0	0	0	0	0
WBGene00219437	IV	1163426	1164746	+	1321	0	0	0	0	0	0
WBGene00016796	IV	1170708	1177776	+	7069	2	2	2	1	1	0
WBGene00022426	IV	1178022	1182864	+	4843	0	2	1	3	4	1
WBGene00022428	IV	1182592	1186625	+	4034	0	1	0	0	1	0
WBGene00007020	IV	1187802	1192978	+	5177	0	2	2	1	0	0
WBGene00022427	IV	1193065	1201901	+	8837	2	1	6	6	6	2
WBGene00001104	IV	1202651	1204970	-	2320	1	1	0	0	0	0
WBGene00001103	IV	1207218	1208080	-	863	0	0	0	0	0	0
WBGene00021123	IV	1216590	1218527	+	1938	1	1	1	0	1	0
WBGene00044463	IV	1219338	1221287	-	1950	0	0	0	0	0	0
WBGene00021122	IV	1226182	1227668	+	1487	0	0	0	0	0	0
WBGene00021121	IV	1229080	1230793	+	1714	1	0	0	2	2	0
WBGene00021120	IV	1231889	1232866	+	978	0	0	0	5	8	1
WBGene00009521	IV	1232825	1239852	-	7028	8	4	3	5	4	3
WBGene00044908	IV	1241332	1243395	-	2064	0	0	0	0	0	0
WBGene00009522	IV	1244389	1245344	-	956	0	0	0	0	0	0
WBGene00009523	IV	1245171	1246886	-	1716	0	0	0	0	0	0
WBGene00009524	IV	1247386	1249025	+	1640	0	0	0	0	0	0
WBGene00009518	IV	1249192	1251342	-	2151	0	0	0	0	0	0
WBGene00009519	IV	1251861	1252387	+	527	0	0	0	0	0	0
WBGene00009517	IV	1253137	1255732	-	2596	0	0	0	0	0	0
WBGene00009520	IV	1256969	1259344	+	2376	0	0	0	0	0	0
WBGene00009526	IV	1261324	1264622	+	3299	0	0	0	0	0	0
WBGene00009525	IV	1265228	1265848	+	621	0	0	0	0	0	0
WBGene00009515	IV	1266866	1274425	+	7560	0	0	2	1	0	1
WBGene00007476	IV	1274868	1277062	+	2195	3	0	1	2	1	0
WBGene00022425	IV	1289627	1296897	+	7271	4	6	5	3	1	3
WBGene00018776	IV	1297222	1309650	-	12429	4	6	6	5	1	0
WBGene00018778	IV	1310166	1328243	+	18078	11	9	9	2	1	1
WBGene00018777	IV	1329162	1339376	+	10215	5	1	2	1	1	1
WBGene00019054	IV	1341088	1343001	+	1914	0	0	0	0	0	0
WBGene00019053	IV	1343679	1344798	+	1120	0	0	0	0	0	0
WBGene00004338	IV	1347314	1352977	+	5664	3	3	4	1	0	1
WBGene00000678	IV	1353636	1355305	-	1670	0	0	0	1	0	1
WBGene00000679	IV	1357736	1359225	-	1490	0	0	0	0	1	0
WBGene00022423	IV	1386215	1399353	+	13139	0	0	0	1	0	2
WBGene00022314	IV	1406567	1408131	+	1565	1	0	0	0	0	0
WBGene00022309	IV	1408608	1410041	-	1434	0	0	1	0	1	1
WBGene00022310	IV	1411014	1419849	-	8836	11	4	5	3	1	3
WBGene00002180	IV	1420929	1421790	+	862	3	1	2	1	0	0
WBGene00022311	IV	1422934	1425062	-	2129	0	0	0	0	0	0
WBGene00022312	IV	1425113	1427383	-	2271	0	0	0	0	0	0
WBGene00235267	IV	1429041	1430367	-	1327	0	0	0	0	0	0
WBGene00000546	IV	1431190	1435039	-	3850	0	0	0	2	3	2
WBGene00000547	IV	1435465	1445966	-	10502	4	5	4	2	6	2
WBGene00022307	IV	1457075	1459521	+	2447	1	2	0	2	2	1
WBGene00000680	IV	1459896	1460786	-	891	61	58	56	69	85	63
WBGene00022313	IV	1461898	1475109	-	13212	0	0	0	0	0	1
WBGene00044464	IV	1485424	1489839	+	4416	0	0	0	0	0	0
WBGene00003806	IV	1490653	1496022	-	5370	1	3	3	1	2	5
WBGene00022306	IV	1497626	1510027	+	12402	3	2	6	3	2	3
WBGene00019368	IV	1510564	1515457	+	4894	3	1	3	3	4	5
